household_key,total_baskets,unique_products,total_items,total_spend,avg_transaction_value,day_span,active_weeks,total_retail_discount,total_coupon_discount,total_coupon_match_discount,unique_stores_visited,top_department,top_dept_spend,campaigns_participated,coupons_redeemed,basket_frequency,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC
528,17,125,176,373.83,2.6702142857142857,700,14,-40.0,0.0,0.0,8,GROCERY,211.39000000000001,0,0,0.024285714285714285,,,,,,,
529,56,511,968,1831.14,2.5827080394922426,687,40,-388.24,-2.5,0.0,4,GROCERY,1245.59,2,0,0.08151382823871907,,,,,,,
530,53,377,6251,1476.22,3.3780778032036616,644,38,-167.05,-2.75,-0.75,1,GROCERY,739.27,1,0,0.08229813664596274,,,,,,,
531,40,231,451,1060.64,2.913846153846154,597,29,-318.73,-6.9399999999999995,0.0,1,GROCERY,591.54,0,0,0.06700167504187604,,,,,,,
532,23,102,155,401.88,3.494608695652174,534,11,-38.7,0.0,0.0,6,GROCERY,266.95,0,0,0.04307116104868914,,,,,,,
533,64,576,1364,2792.87,2.767958374628345,639,47,-513.7,-7.0,0.0,1,GROCERY,1606.7,2,0,0.10015649452269171,,,,,,,
534,465,440,25829,1315.44,1.3450306748466259,598,86,-178.11,-0.7,-0.3,18,GROCERY,744.07,3,0,0.7775919732441472,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
535,34,311,529,1308.76,3.4715119363395224,579,25,-526.1,-16.61,0.0,4,GROCERY,608.14,0,0,0.05872193436960276,,,,,,,
536,87,500,4423,1557.13,2.2212981455064194,702,57,-443.5,-7.25,-1.75,5,GROCERY,1010.87,4,0,0.12393162393162394,,,,,,,
537,45,322,498,1411.25,3.5818527918781724,558,31,-197.05,-1.0,0.0,3,GROCERY,636.96,1,0,0.08064516129032258,,,,,,,
538,69,777,28162,4382.21,3.2998569277108434,650,51,-552.72,-2.74,-0.25,9,GROCERY,2542.98,3,0,0.10615384615384615,,,,,,,
539,65,208,121909,1269.09,3.8110810810810807,656,31,-309.08,-11.93,-3.5500000000000003,3,GROCERY,528.74,0,0,0.09908536585365854,,,,,,,
540,93,503,81688,3280.73,3.399720207253886,582,55,-434.42,-14.6,-1.6,7,GROCERY,1415.66,2,0,0.15979381443298968,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown
541,47,470,30803,1784.19,2.809748031496063,640,36,-388.38,0.0,0.0,5,GROCERY,984.53,1,0,0.0734375,,,,,,,
542,123,595,95625,2313.52,2.5820535714285713,636,74,-541.54,-3.1,-2.1,2,GROCERY,1366.1200000000001,2,0,0.19339622641509435,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown
543,104,394,1997,3697.55,2.8204042715484365,644,82,-475.36,-1.69,0.0,3,GROCERY,2526.73,4,0,0.16149068322981366,35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1
544,131,528,14764,1594.85,2.461188271604938,660,52,-303.96,-1.75,-0.25,6,GROCERY,793.86,3,0,0.1984848484848485,,,,,,,
545,56,694,16574,2660.28,2.0214893617021277,617,50,-463.08,-15.5,-2.5,3,GROCERY,1601.96,3,7,0.09076175040518639,,,,,,,
546,122,381,240539,3339.0,3.869061413673233,527,64,-828.22,-19.38,-0.25,4,GROCERY,1924.97,3,2,0.2314990512333966,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
547,55,548,6705,1676.76,2.3953714285714285,612,34,-354.83,-15.5,0.0,6,GROCERY,1029.27,0,0,0.08986928104575163,,,,,,,
548,93,939,50085,4255.83,2.881401489505755,597,64,-882.22,-8.2,-1.2,5,GROCERY,2141.62,5,0,0.15577889447236182,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
549,98,343,956,2299.35,3.9507731958762884,594,30,-369.25,-0.35,-0.35,2,GROCERY,1203.63,1,0,0.16498316498316498,,,,,,,
550,39,206,424,854.91,2.6224233128834356,667,31,-194.58,0.0,0.0,5,GROCERY,317.19,0,0,0.05847076461769116,,,,,,,
551,52,216,354,853.65,2.8839527027027025,687,41,-239.76,0.0,0.0,4,GROCERY,365.04,0,0,0.07569141193595343,,,,,,,
552,44,539,1305,2289.47,2.7818590522478734,652,36,-679.07,-3.29,0.0,2,GROCERY,1350.77,0,0,0.06748466257668712,,,,,,,
553,265,1460,86504,7259.09,2.684574704142012,616,87,-1125.02,-11.68,-1.2,8,GROCERY,4051.77,8,0,0.4301948051948052,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
554,21,396,596,1524.33,3.098231707317073,642,17,-166.79,-8.5,-0.5,3,GROCERY,698.55,0,0,0.03271028037383177,,,,,,,
555,21,108,187,561.03,4.2826717557251905,557,16,-63.14,0.0,0.0,4,DRUG GM,189.51,0,0,0.03770197486535009,,,,,,,
556,15,147,103601,693.86,4.391518987341772,640,13,-111.04,-13.74,-4.35,3,GROCERY,247.74,0,0,0.0234375,,,,,,,
557,29,222,10402,718.46,2.7847286821705426,634,26,-115.73,0.0,0.0,2,GROCERY,342.51,0,0,0.04574132492113565,,,,,,,
558,115,493,1075,2426.35,2.5380230125523013,596,62,-370.15,0.0,0.0,1,GROCERY,1449.38,4,0,0.1929530201342282,,,,,,,
559,27,80,102,249.34,2.833409090909091,411,18,-140.88,0.0,0.0,2,GROCERY,108.75,0,0,0.06569343065693431,,,,,,,
560,326,1378,443519,7290.9,3.123778920308483,696,100,-984.36,-13.64,-3.15,5,GROCERY,3523.32,8,3,0.46839080459770116,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
561,26,285,29819,1404.3600000000001,3.765040214477212,650,22,-276.85,0.0,0.0,8,GROCERY,562.19,0,0,0.04,,,,,,,
562,79,475,31356,3178.11,4.4511344537815125,661,60,-600.64,-10.32,0.0,4,GROCERY,1936.83,2,0,0.11951588502269289,,,,,,,
563,72,614,146907,2488.77,2.9557838479809977,643,43,-407.26,-25.330000000000002,-0.25,5,GROCERY,1133.19,1,0,0.1119751166407465,,,,,,,
564,52,228,26544,842.45,3.278015564202335,641,40,-114.36,0.0,0.0,8,GROCERY,409.06,0,0,0.0811232449297972,,,,,,,
565,21,122,165,498.06,3.716865671641791,629,19,-47.04,0.0,0.0,2,GROCERY,171.62,0,0,0.033386327503974564,,,,,,,
566,146,345,61245,1218.08,2.485877551020408,629,45,-215.63,-2.59,-0.5,6,GROCERY,526.94,1,0,0.23211446740858505,,,,,,,
567,254,612,25432,3134.9,2.493953858392999,678,91,-610.53,-0.4,-0.4,6,GROCERY,1581.13,4,0,0.3746312684365782,19-24,U,25-34K,Unknown,Single Male,1,None/Unknown
568,180,1382,4351,8612.85,2.9607597112409763,706,71,-1292.2,-4.05,-0.45,7,GROCERY,4899.83,7,0,0.254957507082153,,,,,,,
569,102,962,66819,6749.1900000000005,4.135533088235294,643,66,-490.72,-4.59,-1.9,5,GROCERY,2805.33,7,0,0.15863141524105753,35-44,A,250K+,Homeowner,2 Adults Kids,3,1
570,35,303,597,1400.11,3.6366493506493502,621,27,-436.14,-2.5,0.0,4,GROCERY,609.8100000000001,1,0,0.05636070853462158,,,,,,,
571,16,271,13449,1114.16,3.4601242236024845,575,14,-121.56,-3.0,0.0,3,GROCERY,442.52,0,0,0.02782608695652174,,,,,,,
572,45,282,3356,903.15,2.454211956521739,426,9,-175.89,0.0,0.0,9,GROCERY,385.91,2,0,0.1056338028169014,,,,,,,
573,102,532,100078,3111.55,3.6477725674091444,600,67,-476.7,-12.7,-0.8,5,GROCERY,1627.08,3,3,0.17,,,,,,,
574,120,1132,180763,6753.54,2.685304174950298,623,79,-1650.52,-509.83,-102.3,7,GROCERY,3676.4900000000002,9,22,0.1926163723916533,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1
575,356,1665,353578,11771.130000000001,2.8460178916827856,707,100,-1698.71,-6.15,-1.25,7,GROCERY,6941.22,9,0,0.5035360678925035,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown
576,167,718,35350,3750.12,3.2024935952177627,632,70,-502.9,-2.5,-0.5,11,GROCERY,1678.79,9,0,0.26424050632911394,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown
577,39,807,1585,4399.53,3.2468856088560885,594,34,-472.5,-27.38,-6.7,6,GROCERY,2393.56,1,1,0.06565656565656566,,,,,,,
578,117,696,16019,2996.69,3.205016042780749,614,64,-443.93,-6.35,-0.35,7,GROCERY,1392.5,3,0,0.19055374592833876,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown
579,23,111,13547,435.26,3.0437762237762236,644,22,-183.08,-2.5,0.0,3,GROCERY,176.44,0,0,0.03571428571428571,,,,,,,
580,98,173,7546,1337.7,3.9,664,70,-168.79,-7.25,-4.15,7,GROCERY,1023.33,2,0,0.14759036144578314,,,,,,,
581,146,936,19216,5060.44,3.5486956521739126,650,64,-1250.01,-7.0,0.0,8,GROCERY,3662.01,3,1,0.2246153846153846,,,,,,,
582,142,822,110458,5137.74,4.410077253218884,609,73,-702.31,-5.0,0.0,2,GROCERY,2826.82,3,0,0.23316912972085385,45-54,A,125-149K,Homeowner,Unknown,3,1
583,156,629,1243,3063.34,3.6039294117647063,657,65,-499.08,0.0,0.0,2,GROCERY,1421.44,6,0,0.2374429223744292,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown
584,56,167,119873,1098.3,5.1322429906542055,449,30,-106.27,-2.0,0.0,3,DRUG GM,329.05,1,0,0.12472160356347439,,,,,,,
585,42,235,14218,805.07,2.9707380073800738,686,31,-281.73,-2.65,-1.35,4,GROCERY,381.49,0,0,0.061224489795918366,,,,,,,
586,211,1063,236900,5822.64,2.9481721518987345,659,85,-865.19,-13.55,-0.95,11,GROCERY,2811.43,8,0,0.3201820940819423,19-24,A,35-49K,Renter,2 Adults Kids,3,1
587,27,92,7997,247.93,2.137327586206897,655,21,-58.410000000000004,-1.0,0.0,2,GROCERY,149.62,0,0,0.04122137404580153,,,,,,,
588,262,1456,726704,9540.54,2.979556527170519,682,85,-1238.6,-74.48,-13.6,9,GROCERY,3728.3,10,22,0.3841642228739003,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+
589,17,93,139,298.97,2.768240740740741,609,14,-69.36,-3.05,-0.45,2,GROCERY,203.55,0,0,0.027914614121510674,,,,,,,
590,134,589,1549,3338.41,2.7207905460472697,678,57,-680.76,-2.5,0.0,5,GROCERY,1698.78,0,0,0.1976401179941003,,,,,,,
591,325,1733,90688,13534.93,3.450147846036197,660,88,-2196.55,-29.07,-2.85,11,GROCERY,7381.2,8,0,0.49242424242424243,,,,,,,
592,34,220,313,660.79,2.5414999999999996,628,29,-155.04,-6.24,-1.3,6,GROCERY,422.25,0,0,0.054140127388535034,,,,,,,
593,57,226,14547,646.4,2.039116719242902,688,40,-116.98,0.0,0.0,3,GROCERY,404.55,0,0,0.08284883720930232,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown
594,104,600,38297,2421.39,3.0004832713754643,607,53,-757.34,-8.0,0.0,14,GROCERY,1213.55,3,0,0.171334431630972,,,,,,,
595,146,676,1155,2373.7400000000002,2.588593238822247,641,75,-560.52,-16.28,-0.5,3,GROCERY,1118.62,5,0,0.22776911076443057,25-34,U,35-49K,Unknown,2 Adults Kids,3,1
596,113,456,5583,2996.37,3.708378712871287,658,69,-345.12,0.0,0.0,11,GROCERY,1458.53,4,1,0.1717325227963526,45-54,A,15-24K,Homeowner,1 Adult Kids,3,1
597,100,984,1874,3826.25,2.392901813633521,668,59,-663.75,-3.74,0.0,8,GROCERY,2370.1,3,0,0.1497005988023952,19-24,U,Under 15K,Unknown,1 Adult Kids,2,1
598,213,551,83532,3354.9,3.0722527472527474,650,84,-528.01,-21.95,-5.75,10,GROCERY,2017.95,7,0,0.32769230769230767,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown
599,5,116,143,357.78000000000003,2.9087804878048784,599,5,-37.25,0.0,0.0,1,GROCERY,213.15,0,0,0.008347245409015025,,,,,,,
600,166,766,324946,5520.3,4.0441758241758246,656,66,-1365.28,-169.28,-30.45,13,GROCERY,2529.92,7,4,0.2530487804878049,,,,,,,
601,79,880,225665,5241.27,3.471039735099338,668,55,-768.53,-9.82,0.0,9,GROCERY,2932.01,6,0,0.11826347305389222,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2
602,53,347,145602,1850.07,3.4710506566604127,640,28,-282.5,-2.39,0.0,3,GROCERY,824.21,0,0,0.0828125,,,,,,,
603,182,760,239358,3219.5,2.4784449576597383,680,65,-612.92,-12.0,0.0,9,GROCERY,1456.3700000000001,5,0,0.2676470588235294,,,,,,,
604,56,356,919,2311.65,2.8895625000000003,700,50,-290.55,0.0,0.0,2,GROCERY,1257.99,1,0,0.08,,,,,,,
605,128,948,470343,5856.38,2.963755060728745,659,67,-837.13,-115.8,-13.6,10,GROCERY,2598.96,6,7,0.19423368740515934,25-34,A,75-99K,Homeowner,2 Adults Kids,4,2
606,97,762,29294,3323.12,2.8573688736027516,669,62,-465.01,0.0,0.0,7,GROCERY,1974.35,3,0,0.14499252615844543,45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown
607,216,738,152779,3203.01,2.3159869848156185,660,53,-1109.23,-16.28,-1.8,18,GROCERY,1842.37,3,0,0.32727272727272727,45-54,U,125-149K,Unknown,Unknown,1,None/Unknown
608,217,795,2119,5148.9800000000005,3.2241577958672516,615,84,-653.42,-9.85,-0.6,12,GROCERY,2330.23,7,0,0.35284552845528455,25-34,B,25-34K,Renter,1 Adult Kids,5+,3+
609,162,421,55430,1665.89,2.171955671447197,685,73,-358.37,-21.44,0.0,7,GROCERY,1002.87,4,0,0.2364963503649635,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
610,24,212,375,573.0600000000001,2.247294117647059,568,18,-144.61,-2.0,-2.0,6,GROCERY,418.43,0,0,0.04225352112676056,,,,,,,
611,73,393,280680,2316.24,4.049370629370629,627,51,-567.57,-11.7,-0.7,9,GROCERY,1108.52,0,0,0.11642743221690591,,,,,,,
612,144,635,214884,3978.7200000000003,2.923379867744306,623,73,-674.73,-1.25,0.0,3,GROCERY,2395.38,3,0,0.23113964686998395,,,,,,,
613,11,141,229,347.31,1.9960344827586207,682,8,-108.5,0.0,0.0,4,GROCERY,239.09,0,0,0.016129032258064516,,,,,,,
614,122,511,1621,2757.2400000000002,1.9765161290322582,703,70,-617.73,-10.85,-2.15,2,GROCERY,1775.3700000000001,6,0,0.17354196301564723,35-44,A,15-24K,Unknown,2 Adults Kids,4,2
615,24,95,38621,346.4,3.03859649122807,481,21,-94.99,0.0,0.0,5,GROCERY,102.28,0,0,0.0498960498960499,,,,,,,
616,10,209,294,476.14,2.1068141592920355,673,9,-163.92,-1.0,0.0,3,GROCERY,305.4,0,0,0.014858841010401188,,,,,,,
617,27,363,597,1315.54,2.5544466019417476,672,25,-231.09,-1.0,0.0,2,GROCERY,779.89,0,0,0.04017857142857143,,,,,,,
618,544,1039,730611,7343.87,3.5138133971291867,593,82,-983.96,-32.57,-2.5,8,GROCERY,2901.81,6,0,0.9173693086003373,,,,,,,
619,5,50,75,168.98000000000002,3.3796000000000004,547,5,-37.63,0.0,0.0,3,GROCERY,118.23,0,0,0.009140767824497258,,,,,,,
620,19,99,18285,304.98,2.850280373831776,469,16,-47.29,-7.9,-2.89,7,GROCERY,102.44,0,0,0.04051172707889126,,,,,,,
621,142,452,1220,3179.15,3.1229371316306485,617,74,-432.99,-1.6500000000000001,-1.35,24,GROCERY,1486.57,2,0,0.23014586709886548,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
622,147,525,4706,2384.37,3.248460490463215,592,71,-365.77,-6.7,-0.8500000000000001,11,GROCERY,1370.71,5,0,0.2483108108108108,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown
623,124,579,114011,3899.16,3.9909518935516886,602,63,-945.93,-6.0,0.0,8,GROCERY,2356.56,5,0,0.2059800664451827,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1
624,160,956,287307,6003.47,3.0583138053998984,679,78,-1567.01,-5.85,-0.75,4,GROCERY,3410.76,5,0,0.23564064801178203,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
625,34,395,3498,1233.92,2.2034285714285717,599,30,-324.37,-27.82,-8.55,3,GROCERY,591.14,0,0,0.05676126878130217,,,,,,,
626,25,260,650,649.33,1.8552285714285714,687,20,-128.6,0.0,0.0,6,GROCERY,425.49,0,0,0.036390101892285295,,,,,,,
627,45,318,41370,1785.46,4.039502262443439,621,33,-172.09,-1.6,-0.4,5,GROCERY,770.95,0,0,0.07246376811594203,,,,,,,
628,18,267,358,1147.99,3.8266333333333336,687,17,-150.92,-1.0,0.0,1,GROCERY,656.07,0,0,0.026200873362445413,,,,,,,
629,27,119,10175,377.49,2.7756617647058826,616,25,-64.0,-1.0,0.0,6,GROCERY,163.22,0,0,0.04383116883116883,,,,,,,
630,206,811,865694,7746.27,4.2191013071895425,707,90,-2688.38,-85.38,-31.52,11,GROCERY,3227.81,6,7,0.2913719943422914,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1
631,483,962,823814,9277.72,3.0853741270369137,682,97,-1482.19,-37.36,-0.35,7,GROCERY,3806.87,5,1,0.7082111436950147,65+,A,100-124K,Homeowner,2 Adults Kids,3,1
632,94,815,168983,3370.68,2.837272727272727,606,58,-767.26,-48.76,-20.15,7,GROCERY,1658.78,2,0,0.1551155115511551,,,,,,,
633,167,867,239605,5493.89,3.1574080459770117,601,69,-1192.25,-210.16,-10.54,2,GROCERY,2539.47,2,0,0.2778702163061564,,,,,,,
634,35,346,620,1555.15,3.322970085470086,404,25,-258.36,0.0,0.0,2,GROCERY,879.49,3,0,0.08663366336633663,,,,,,,
635,34,82,153,362.9,2.468707482993197,622,24,-138.8,0.0,0.0,4,COSMETICS,114.07000000000001,1,0,0.05466237942122187,,,,,,,
636,227,1538,95781,9045.17,2.5536900056465273,643,90,-2257.64,-24.330000000000002,-2.54,3,GROCERY,5706.91,10,3,0.35303265940902023,,,,,,,
637,113,560,6404,2510.04,2.675948827292111,678,61,-669.38,-6.55,-0.45,6,GROCERY,1520.86,7,0,0.16666666666666666,,,,,,,
638,164,1016,660850,8039.29,3.660878870673953,590,73,-1055.08,-10.07,-3.15,5,GROCERY,3367.56,4,0,0.27796610169491526,,,,,,,
639,79,216,388,759.83,2.3379384615384615,556,36,-130.66,0.0,0.0,3,GROCERY,398.53000000000003,1,0,0.1420863309352518,,,,,,,
640,92,589,91913,2253.25,2.462568306010929,618,49,-530.13,-7.5,0.0,6,GROCERY,1297.33,3,0,0.1488673139158576,,,,,,,
641,355,1900,5376,13221.75,3.0179753480940423,679,94,-2324.52,-58.74,-5.65,4,GROCERY,6706.81,10,1,0.5228276877761414,,,,,,,
642,64,456,12405,2208.34,3.1368465909090912,547,45,-248.81,-0.5,-0.5,5,GROCERY,1081.94,7,0,0.1170018281535649,,,,,,,
643,31,426,23320,1415.59,2.583193430656934,618,26,-538.82,-11.92,-0.9,5,GROCERY,911.35,0,0,0.05016181229773463,,,,,,,
644,214,807,146040,3772.03,2.1994344023323618,617,79,-578.94,-21.580000000000002,-4.1,3,GROCERY,2176.55,7,0,0.34683954619124796,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
645,49,120,198,429.06,2.804313725490196,456,33,-96.88,0.0,0.0,5,GROCERY,232.96,0,0,0.1074561403508772,,,,,,,
646,41,538,104972,1691.72,2.502544378698225,673,29,-474.06,-7.2,0.0,4,GROCERY,889.12,1,0,0.06092124814264487,,,,,,,
647,129,1043,352461,6326.74,3.6423373632700056,649,70,-1255.21,-68.08,-14.95,10,GROCERY,3124.54,10,4,0.1987673343605547,35-44,A,50-74K,Renter,2 Adults Kids,4,2
648,73,330,791,1910.4,2.99435736677116,648,52,-220.64,0.0,0.0,3,GROCERY,640.45,0,0,0.11265432098765432,,,,,,,
649,55,463,900,1553.45,2.669158075601375,441,25,-323.04,-15.15,-2.65,3,GROCERY,978.71,0,0,0.12471655328798185,,,,,,,
650,78,374,705,1415.65,2.4157849829351536,689,52,-394.04,-1.2,-0.5,8,GROCERY,813.67,4,1,0.11320754716981132,,,,,,,
651,8,113,227,370.53000000000003,2.5911188811188812,457,7,-114.28,-1.76,0.0,1,GROCERY,178.24,0,0,0.0175054704595186,,,,,,,
652,48,337,1000,1800.09,2.052554161915621,637,45,-250.63,-2.2,-1.1,1,GROCERY,1278.11,0,0,0.07535321821036106,,,,,,,
653,228,1498,694835,10822.55,3.485523349436393,612,75,-1671.4,-5.0,0.0,7,GROCERY,4405.25,8,0,0.37254901960784315,,,,,,,
654,146,539,1109,2330.08,2.5162850971922244,673,78,-507.79,-8.55,-1.45,7,GROCERY,1447.12,2,0,0.21693907875185736,,,,,,,
655,61,536,69261,1991.29,2.9197800586510265,692,35,-382.11,-12.53,-0.95,10,GROCERY,902.29,0,0,0.08815028901734104,,,,,,,
656,95,887,51827,5040.28,3.060279295689132,642,55,-914.6899999999999,-6.0,0.0,6,GROCERY,3106.14,5,0,0.14797507788161993,,,,,,,
657,20,23,50,119.8,2.7227272727272727,626,19,-1.78,0.0,0.0,1,PASTRY,66.77,0,0,0.03194888178913738,,,,,,,
658,49,313,571,1052.48,2.5733007334963327,606,35,-250.87,0.0,0.0,8,GROCERY,523.19,0,0,0.08085808580858085,,,,,,,
659,32,209,325,760.89,2.588061224489796,671,27,-137.12,0.0,0.0,2,GROCERY,520.03,0,0,0.04769001490312966,,,,,,,
660,168,1223,194440,7954.28,3.630433591967138,596,70,-1362.3799999999999,-17.43,-4.2,7,GROCERY,4487.7,9,0,0.28187919463087246,55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown
661,394,625,2142,8271.31,4.750896036760482,610,88,-785.88,-2.49,-0.5,3,GROCERY,3617.14,6,0,0.6459016393442623,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
662,39,211,508,1381.73,3.5703617571059434,623,35,-222.22,-2.75,-0.25,2,GROCERY,1025.18,1,0,0.06260032102728733,,,,,,,
663,105,841,32868,3199.53,2.4129185520361993,594,60,-829.67,-61.11,-5.25,11,GROCERY,1754.56,5,0,0.17676767676767677,,,,,,,
664,31,410,647,995.08,1.9099424184261038,574,27,-243.52,-4.25,-1.75,2,GROCERY,610.97,0,0,0.05400696864111498,,,,,,,
665,39,133,328,715.98,3.562089552238806,678,28,-82.61,-1.0,0.0,2,GROCERY,319.15,1,0,0.05752212389380531,,,,,,,
666,100,320,527,1020.7,2.3410550458715598,626,57,-186.46,0.0,0.0,2,GROCERY,627.18,0,0,0.1597444089456869,,,,,,,
667,66,385,45925,1121.2,2.292842535787321,603,43,-338.04,-3.3,-0.7,10,GROCERY,559.95,0,0,0.10945273631840796,,,,,,,
668,57,379,730,1151.04,2.2393774319066146,625,45,-375.49,-6.5,-0.5,4,GROCERY,721.28,0,0,0.0912,,,,,,,
669,119,1199,66327,9164.15,4.171210741920801,681,76,-971.92,-4.25,-0.75,9,GROCERY,4580.59,7,0,0.17474302496328928,,,,,,,
670,192,1033,281900,5685.67,3.163978853644964,679,87,-872.43,-72.7,-11.9,9,GROCERY,3010.72,5,0,0.28276877761413843,55-64,A,35-49K,Unknown,2 Adults Kids,3,1
671,127,439,454831,5089.66,5.368839662447257,617,70,-706.96,-10.6,-3.4,4,GROCERY,2820.69,3,0,0.20583468395461912,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown
672,121,635,58825,2731.15,2.37697998259356,643,67,-797.95,-17.0,0.0,5,GROCERY,1683.23,1,0,0.18818040435458788,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
673,50,172,320,704.61,3.292570093457944,690,33,-124.12,-0.9,-0.9,4,GROCERY,386.74,0,0,0.07246376811594203,,,,,,,
674,139,968,2191,4727.57,2.72012082853855,678,64,-815.33,-1.25,-0.25,19,GROCERY,2798.3,9,0,0.20501474926253688,,,,,,,
675,223,490,273895,4832.38,3.4890830324909747,608,79,-614.66,-17.3,-9.8,5,GROCERY,2157.75,4,0,0.3667763157894737,35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
676,376,1348,5404,10741.1,2.912445770065076,699,86,-2013.73,-15.74,-0.25,7,GROCERY,5659.93,14,0,0.5379113018597997,,,,,,,
677,45,436,663,1600.99,2.94841620626151,614,37,-236.88,-1.0,0.0,3,GROCERY,682.61,0,0,0.0732899022801303,,,,,,,
678,57,99,52780,459.17,3.2565248226950354,455,33,-107.4,0.0,0.0,4,KIOSK-GAS,190.23,0,0,0.12527472527472527,,,,,,,
679,262,1138,2258,6494.31,3.349308922124807,691,79,-824.86,-204.6,-10.16,4,GROCERY,2874.26,8,4,0.3791606367583213,,,,,,,
680,96,753,2049,3513.02,2.376874154262517,589,59,-923.14,-19.68,0.0,4,GROCERY,2200.61,3,2,0.16298811544991512,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
681,66,319,24822,2773.19,3.5462787723785167,707,57,-258.77,-2.5,-1.0,5,GROCERY,2170.86,5,3,0.09335219236209336,,,,,,,
682,217,736,498949,4438.29,3.398384379785605,538,49,-983.14,-49.34,-5.9,14,GROCERY,1690.81,3,0,0.4033457249070632,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
683,9,60,104,170.06,2.12575,482,8,-30.53,0.0,0.0,2,GROCERY,93.5,0,0,0.01867219917012448,,,,,,,
684,107,633,44154,2052.67,2.403594847775176,675,65,-281.75,0.0,0.0,4,GROCERY,1389.01,6,0,0.15851851851851853,,,,,,,
685,201,893,41857,6019.77,2.9964011946241915,610,76,-956.59,-8.5,-0.5,8,GROCERY,2688.9700000000003,2,0,0.3295081967213115,35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown
686,21,126,193,534.57,3.873695652173913,550,15,-89.28,-2.5,0.0,3,DRUG GM,217.01999999999998,0,0,0.038181818181818185,,,,,,,
687,69,656,1458,3205.8,2.8022727272727272,702,47,-740.9,-27.8,-14.3,5,GROCERY,2017.76,3,5,0.09829059829059829,,,,,,,
688,28,707,1091,3207.61,3.471439393939394,622,27,-451.92,-5.0,0.0,2,GROCERY,1751.49,3,0,0.04501607717041801,35-44,A,125-149K,Homeowner,2 Adults Kids,3,1
689,3,20,20,28.96,1.448,272,3,-3.84,0.0,0.0,3,GROCERY,19.2,0,0,0.011029411764705883,,,,,,,
690,273,793,195240,4963.14,3.5075194346289753,688,92,-669.08,-6.55,-0.95,3,GROCERY,1943.77,5,0,0.39680232558139533,65+,B,15-24K,Homeowner,Single Female,1,None/Unknown
691,54,540,1079,2511.33,2.8668150684931506,670,41,-377.59,0.0,0.0,4,GROCERY,1172.0,3,0,0.08059701492537313,,,,,,,
692,124,467,193809,3891.14,2.8759349593495935,634,79,-363.18,-10.85,-1.35,4,GROCERY,1862.23,4,3,0.19558359621451105,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown
693,209,1294,2564,6378.8,2.9354809019788313,689,81,-1102.55,-18.79,-0.9,4,GROCERY,3386.68,9,0,0.3033381712626996,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
694,154,264,765,1756.64,2.7192569659442727,629,50,-186.95,0.0,0.0,5,GROCERY,1034.21,2,0,0.24483306836248012,,,,,,,
695,226,1229,521059,8523.93,3.4027664670658684,595,79,-1107.83,-6.2,-0.8,7,GROCERY,3936.9,8,0,0.3798319327731092,35-44,B,35-49K,Unknown,1 Adult Kids,3,2
696,326,1805,891777,14715.53,3.7936401134312967,594,84,-2363.14,-73.02,-15.75,7,GROCERY,7445.58,2,4,0.5488215488215489,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
